Country,Avg_GHI,Avg_DNI,Avg_DHI,WS_Min,WS_Max,WS_Avg,WSgust_Min,WSgust_Max,WSgust_Avg,Precip_Min,Precip_Max,Precip_Avg,Tamb_Min,Tamb_Max,Tamb_Avg,Score
Benin,614.2955219020573,466.19386016419867,265.7546393073334,0.30247252747252745,5.8247252747252745,2.926531544617119,0.554945054945055,7.42857142857143,3.8911148053876303,0.0,0.001098901098901099,5.958437387810681e-06,23.208241758241755,35.99395604395604,31.861428831509485,530.6009730064694
Togo,612.9165161749839,452.2848462917011,268.5099852954692,0.4983471074380165,5.906611570247934,3.113431080780583,0.8925619834710744,7.761983471074381,4.230830898318608,0.0,0.007438016528925621,3.515120604198007e-05,23.84104683195592,34.04765840220386,30.782904000979908,523.355763923665
SierraLeone,592.0910233405474,414.61329205818697,277.93026874503465,0.029589041095890414,4.387945205479451,1.7458650700385128,0.06410958904109589,5.849041095890411,2.552685937950691,0.0,0.009589041095890411,0.0001044889757958309,22.866301369863017,33.17479452054794,29.961888098060953,498.2076290317688
